16590	1805
20000	1651
3113	98
18880	3539
8728	4006
3547	2709
5812	1585
14552	599
26058	3652
1028	2774
12763	894
19739	4069
9413	4284
1104	2771
16565	2846
1668	4443
9758	3741
2515	4471
23514	2032
21187	4518
3185	3734
22879	3275
921	1933
11120	5209
3174	3379
17471	4715
5268	4718
10435	2286
24456	963
21663	2833
9248	3779
9124	170
6823	318
22901	4103
18158	2350
11461	1562
13680	2038
5435	960
20959	2930
4259	5054
22242	2579
21660	3973
17439	307
5862	3308
4748	294
6859	4189
18417	5101
16644	2553
18677	2386
10880	4647
7442	200
15196	3107
12252	4666
19325	1592
16469	2414
17149	2733
22953	2278
5432	4843
3386	164
7572	4898
2563	3663
4104	1826
3752	3142
18032	2486
6161	4591
2505	2136
22246	3145
6282	5232
25611	3944
2388	4165
13520	1004
17359	1550
26130	4016
4138	1928
1796	161
14175	5034
19110	1871
8064	2583
6896	1251
11293	3105
16312	5025
4139	2961
9907	383
5794	919
22699	2160
2073	3879
19871	4025
15145	2099
12422	626
11641	5074
16101	816
16216	839
373	4640
21195	3844
2348	2801
23214	230
15221	4547
24589	2534
22815	3102
1353	3679
15181	4635
23092	2368
15005	548
12460	4311
7154	1669
23907	496
1825	3759
3186	5028
14818	87
15123	867
17874	2124
3953	2956
2329	4598
25043	4524
4289	2146
22556	1315
18739	955
23896	1626
18095	717
11502	3881
17584	2106
21310	4521
21684	4322
3502	1248
18984	4432
18375	1864
20783	2547
1289	4137
3998	2648
23476	3542
5407	112
1404	3514
11472	457
15386	5138
25957	4113
11427	4218
15582	1953
17277	2120
12842	1036
4583	14
17173	4247
19442	2917
15154	5062
5505	2328
10983	1101
8372	4754
18487	362
24219	1663
19450	4234
7209	556
9735	1137
4040	4356
18036	5032
25872	754
18946	1291
1833	3197
20064	3643
7013	2095
19378	4314
10550	491
13068	2117
19233	286
15192	2071
12045	1658
19809	2148
7091	2890
19207	1038
547	1474
25387	4132
14648	1065
23299	1869
12545	951
14132	5063
20065	1302
4868	1964
15667	2302
25545	4671
25710	1852
11093	1865
5667	4845
824	439
5402	3574
3522	4864
20533	2222
18995	1833
1051	5091
7999	2248
82	4802
9023	1642
2915	1547
15657	731
6544	2017
19147	4150
17986	3953
106	912
2420	1281
15715	4184
8335	300
3372	445
15626	3727
23918	2267
22394	1461
12637	701
12704	4467
6709	3187
15209	3119
3843	2869
6078	2319
20537	4365
11464	519
4433	2603
10382	4978
23093	3053
9514	3271
491	2857
19466	5077
20787	2799
10180	5173
9597	4047
9831	5085
1985	259
10620	2004
24023	629
5546	3506
15423	4886
24594	3821
8969	4604
11199	3516
3466	0
14370	1802
2622	2813
7058	5187
5849	2170
18613	4156
15616	1831
3731	110
12852	2530
8517	250
25849	4527
15184	120
17800	732
25868	1997
25111	2145
17782	4915
2304	4944
5659	1584
2981	4834
11113	2661
20422	4820
23462	4345
12599	1969
20775	3762
9408	1784
14970	3302
19810	3719
5993	58
20261	3055
19493	1440
20033	41
3297	4846
25159	3910
495	45
14809	4197
4052	3228
13615	702
8877	3447
9387	1332
24242	5081
23458	289
5543	2536
20122	696
11911	4999
25903	1910
11528	4232
8058	4770
573	885
22645	4896
20229	1856
6914	4577
16962	3559
1862	2763
6706	3863
5529	3265
12262	2778
12675	1819
8857	4129
10615	2691
10822	824
12049	2973
21548	4036
15972	1773
17467	3245
20150	4899
18208	644
19992	40
20574	1081
11444	1643
11841	2467
18218	4440
15816	1008
7588	4838
9133	381
2165	1718
14841	4210
16281	4039
17721	1335
2557	4825
4798	2642
10600	1713
7542	2817
25516	1274
2085	2893
492	3519
7247	3824
5490	5115
15329	952
20184	2313
1611	3439
23968	326
12554	4924
24251	3782
8437	3664
13995	1220
20169	1883
18488	503
10555	2220
1594	1445
11696	1122
23858	4064
11035	3859
12334	799
1050	3947
142	4992
22927	4854
20902	2074
10918	2725
6291	4623
23480	4303
22371	2214
8224	1121
7452	2710
12928	463
20257	1660
14020	2193
11824	1619
22719	4321
21313	4519
4469	3706
6081	3576
1855	3750
8147	4142
21018	4613
20346	1080
5081	4394
25829	4526
9184	998
21708	3445
7578	2622
15478	3681
11011	2900
25959	1786
1310	237
1105	3211
13641	4285
15173	3595
11400	1873
24444	28
3766	3586
22779	483
25998	2879
10026	1178
8312	757
19605	612
14710	3048
20569	4152
18913	3818
21699	811
18396	2107
10923	2375
25492	5068
17843	2611
8395	5106
25158	395
18275	4221
16899	2610
2476	4431
13319	598
4643	5102
22493	1489
